Address,Description,Write,MaxDisplay,Multiplier,Unit,Low,High,Value,Comment
386,FA35 Current3,FALSE,666,0.1,A,5,55,409,Status Value
387,FA35 Current4,FALSE,666,0.1,A,5,55,311,Status Value
388,FA35 Temperature,FALSE,700,0.1,deg.C,20,55,296,Status Value
389,FA35 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
390,FA36 Voltage1,FALSE,999,0.1,V,45,55,486,Status Value
391,FA36 Voltage2,FALSE,999,0.1,V,45,55,511,Status Value
392,FA36 Voltage3,FALSE,999,0.1,V,45,55,478,Status Value
393,FA36 Voltage4,FALSE,999,0.1,V,45,55,501,Status Value
394,FA36 Current1,FALSE,666,0.1,A,5,55,337,Status Value
395,FA36 Current2,FALSE,666,0.1,A,5,55,322,Status Value
396,FA36 Current3,FALSE,666,0.1,A,5,55,189,Status Value
397,FA36 Current4,FALSE,666,0.1,A,5,55,204,Status Value
398,FA36 Temperature,FALSE,700,0.1,deg.C,20,55,365,Status Value
399,FA36 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
400,FA37 Voltage1,FALSE,999,0.1,V,45,55,490,Status Value
401,FA37 Voltage2,FALSE,999,0.1,V,45,55,479,Status Value
402,FA37 Voltage3,FALSE,999,0.1,V,45,55,482,Status Value
403,FA37 Voltage4,FALSE,999,0.1,V,45,55,498,Status Value
404,FA37 Current1,FALSE,666,0.1,A,5,55,416,Status Value
405,FA37 Current2,FALSE,666,0.1,A,5,55,181,Status Value
406,FA37 Current3,FALSE,666,0.1,A,5,55,265,Status Value
407,FA37 Current4,FALSE,666,0.1,A,5,55,382,Status Value
408,FA37 Temperature,FALSE,700,0.1,deg.C,20,55,351,Status Value
409,FA37 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
410,FA38 Voltage1,FALSE,999,0.1,V,45,55,525,Status Value
411,FA38 Voltage2,FALSE,999,0.1,V,45,55,485,Status Value
412,FA38 Voltage3,FALSE,999,0.1,V,45,55,494,Status Value
413,FA38 Voltage4,FALSE,999,0.1,V,45,55,497,Status Value
414,FA38 Current1,FALSE,666,0.1,A,5,55,319,Status Value
415,FA38 Current2,FALSE,666,0.1,A,5,55,377,Status Value
416,FA38 Current3,FALSE,666,0.1,A,5,55,208,Status Value
417,FA38 Current4,FALSE,666,0.1,A,5,55,276,Status Value
418,FA38 Temperature,FALSE,700,0.1,deg.C,20,55,394,Status Value
419,FA38 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
420,FA39 Voltage1,FALSE,999,0.1,V,45,55,483,Status Value
421,FA39 Voltage2,FALSE,999,0.1,V,45,55,510,Status Value
422,FA39 Voltage3,FALSE,999,0.1,V,45,55,519,Status Value
423,FA39 Voltage4,FALSE,999,0.1,V,45,55,505,Status Value
424,FA39 Current1,FALSE,666,0.1,A,5,55,292,Status Value
425,FA39 Current2,FALSE,666,0.1,A,5,55,244,Status Value
426,FA39 Current3,FALSE,666,0.1,A,5,55,224,Status Value
427,FA39 Current4,FALSE,666,0.1,A,5,55,318,Status Value
428,FA39 Temperature,FALSE,700,0.1,deg.C,20,55,366,Status Value
429,FA39 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
430,FA40 Voltage1,FALSE,999,0.1,V,45,55,499,Status Value
431,FA40 Voltage2,FALSE,999,0.1,V,45,55,519,Status Value
432,FA40 Voltage3,FALSE,999,0.1,V,45,55,485,Status Value
433,FA40 Voltage4,FALSE,999,0.1,V,45,55,515,Status Value
434,FA40 Current1,FALSE,666,0.1,A,5,55,225,Status Value
435,FA40 Current2,FALSE,666,0.1,A,5,55,240,Status Value
436,FA40 Current3,FALSE,666,0.1,A,5,55,385,Status Value
437,FA40 Current4,FALSE,666,0.1,A,5,55,291,Status Value
438,FA40 Temperature,FALSE,700,0.1,deg.C,20,55,327,Status Value
439,FA40 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
440,FA41 Voltage1,FALSE,999,0.1,V,45,55,482,Status Value
441,FA41 Voltage2,FALSE,999,0.1,V,45,55,477,Status Value
442,FA41 Voltage3,FALSE,999,0.1,V,45,55,506,Status Value
443,FA41 Voltage4,FALSE,999,0.1,V,45,55,483,Status Value
444,FA41 Current1,FALSE,666,0.1,A,5,55,273,Status Value
445,FA41 Current2,FALSE,666,0.1,A,5,55,320,Status Value
446,FA41 Current3,FALSE,666,0.1,A,5,55,367,Status Value
447,FA41 Current4,FALSE,666,0.1,A,5,55,407,Status Value
448,FA41 Temperature,FALSE,700,0.1,deg.C,20,55,306,Status Value
449,FA41 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
450,FA42 Voltage1,FALSE,999,0.1,V,45,55,501,Status Value
451,FA42 Voltage2,FALSE,999,0.1,V,45,55,484,Status Value
452,FA42 Voltage3,FALSE,999,0.1,V,45,55,507,Status Value
453,FA42 Voltage4,FALSE,999,0.1,V,45,55,522,Status Value
454,FA42 Current1,FALSE,666,0.1,A,5,55,185,Status Value
455,FA42 Current2,FALSE,666,0.1,A,5,55,191,Status Value
456,FA42 Current3,FALSE,666,0.1,A,5,55,358,Status Value
457,FA42 Current4,FALSE,666,0.1,A,5,55,211,Status Value
458,FA42 Temperature,FALSE,700,0.1,deg.C,20,55,411,Status Value
459,FA42 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
460,FA43 Voltage1,FALSE,999,0.1,V,45,55,525,Status Value
461,FA43 Voltage2,FALSE,999,0.1,V,45,55,491,Status Value
462,FA43 Voltage3,FALSE,999,0.1,V,45,55,514,Status Value
463,FA43 Voltage4,FALSE,999,0.1,V,45,55,479,Status Value
464,FA43 Current1,FALSE,666,0.1,A,5,55,346,Status Value
465,FA43 Current2,FALSE,666,0.1,A,5,55,387,Status Value
466,FA43 Current3,FALSE,666,0.1,A,5,55,392,Status Value
467,FA43 Current4,FALSE,666,0.1,A,5,55,350,Status Value
468,FA43 Temperature,FALSE,700,0.1,deg.C,20,55,337,Status Value
469,FA43 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
470,FA44 Voltage1,FALSE,999,0.1,V,45,55,519,Status Value
471,FA44 Voltage2,FALSE,999,0.1,V,45,55,491,Status Value
472,FA44 Voltage3,FALSE,999,0.1,V,45,55,500,Status Value
473,FA44 Voltage4,FALSE,999,0.1,V,45,55,508,Status Value
474,FA44 Current1,FALSE,666,0.1,A,5,55,364,Status Value
475,FA44 Current2,FALSE,666,0.1,A,5,55,320,Status Value
476,FA44 Current3,FALSE,666,0.1,A,5,55,415,Status Value
477,FA44 Current4,FALSE,666,0.1,A,5,55,235,Status Value
478,FA44 Temperature,FALSE,700,0.1,deg.C,20,55,380,Status Value
479,FA44 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
480,FA45 Voltage1,FALSE,999,0.1,V,45,55,515,Status Value
481,FA45 Voltage2,FALSE,999,0.1,V,45,55,485,Status Value
482,FA45 Voltage3,FALSE,999,0.1,V,45,55,514,Status Value
483,FA45 Voltage4,FALSE,999,0.1,V,45,55,492,Status Value
484,FA45 Current1,FALSE,666,0.1,A,5,55,390,Status Value
485,FA45 Current2,FALSE,666,0.1,A,5,55,276,Status Value
486,FA45 Current3,FALSE,666,0.1,A,5,55,346,Status Value
487,FA45 Current4,FALSE,666,0.1,A,5,55,304,Status Value
488,FA45 Temperature,FALSE,700,0.1,deg.C,20,55,291,Status Value
489,FA45 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
490,FA46 Voltage1,FALSE,999,0.1,V,45,55,480,Status Value
491,FA46 Voltage2,FALSE,999,0.1,V,45,55,521,Status Value
492,FA46 Voltage3,FALSE,999,0.1,V,45,55,519,Status Value
493,FA46 Voltage4,FALSE,999,0.1,V,45,55,509,Status Value
494,FA46 Current1,FALSE,666,0.1,A,5,55,309,Status Value
495,FA46 Current2,FALSE,666,0.1,A,5,55,287,Status Value
496,FA46 Current3,FALSE,666,0.1,A,5,55,418,Status Value
497,FA46 Current4,FALSE,666,0.1,A,5,55,194,Status Value
498,FA46 Temperature,FALSE,700,0.1,deg.C,20,55,307,Status Value
499,FA46 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
500,FA47 Voltage1,FALSE,999,0.1,V,45,55,516,Status Value
501,FA47 Voltage2,FALSE,999,0.1,V,45,55,510,Status Value
502,FA47 Voltage3,FALSE,999,0.1,V,45,55,508,Status Value
503,FA47 Voltage4,FALSE,999,0.1,V,45,55,524,Status Value
504,FA47 Current1,FALSE,666,0.1,A,5,55,395,Status Value
505,FA47 Current2,FALSE,666,0.1,A,5,55,413,Status Value
506,FA47 Current3,FALSE,666,0.1,A,5,55,312,Status Value
507,FA47 Current4,FALSE,666,0.1,A,5,55,318,Status Value
508,FA47 Temperature,FALSE,700,0.1,deg.C,20,55,297,Status Value
509,FA47 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
510,FA48 Voltage1,FALSE,999,0.1,V,45,55,492,Status Value
511,FA48 Voltage2,FALSE,999,0.1,V,45,55,494,Status Value
512,FA48 Voltage3,FALSE,999,0.1,V,45,55,524,Status Value
513,FA48 Voltage4,FALSE,999,0.1,V,45,55,482,Status Value
514,FA48 Current1,FALSE,666,0.1,A,5,55,307,Status Value
515,FA48 Current2,FALSE,666,0.1,A,5,55,329,Status Value
516,FA48 Current3,FALSE,666,0.1,A,5,55,208,Status Value
517,FA48 Current4,FALSE,666,0.1,A,5,55,315,Status Value
518,FA48 Temperature,FALSE,700,0.1,deg.C,20,55,312,Status Value
519,FA48 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
520,FA49 Voltage1,FALSE,999,0.1,V,45,55,509,Status Value
521,FA49 Voltage2,FALSE,999,0.1,V,45,55,522,Status Value
522,FA49 Voltage3,FALSE,999,0.1,V,45,55,486,Status Value
523,FA49 Voltage4,FALSE,999,0.1,V,45,55,483,Status Value
524,FA49 Current1,FALSE,666,0.1,A,5,55,387,Status Value
525,FA49 Current2,FALSE,666,0.1,A,5,55,379,Status Value
526,FA49 Current3,FALSE,666,0.1,A,5,55,285,Status Value
527,FA49 Current4,FALSE,666,0.1,A,5,55,344,Status Value
528,FA49 Temperature,FALSE,700,0.1,deg.C,20,55,392,Status Value
529,FA49 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
530,FA50 Voltage1,FALSE,999,0.1,V,45,55,521,Status Value
531,FA50 Voltage2,FALSE,999,0.1,V,45,55,517,Status Value
532,FA50 Voltage3,FALSE,999,0.1,V,45,55,514,Status Value
533,FA50 Voltage4,FALSE,999,0.1,V,45,55,503,Status Value
534,FA50 Current1,FALSE,666,0.1,A,5,55,407,Status Value
535,FA50 Current2,FALSE,666,0.1,A,5,55,331,Status Value
536,FA50 Current3,FALSE,666,0.1,A,5,55,374,Status Value
537,FA50 Current4,FALSE,666,0.1,A,5,55,266,Status Value
538,FA50 Temperature,FALSE,700,0.1,deg.C,20,55,398,Status Value
539,FA50 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
540,FA51 Voltage1,FALSE,999,0.1,V,45,55,510,Status Value
541,FA51 Voltage2,FALSE,999,0.1,V,45,55,494,Status Value
542,FA51 Voltage3,FALSE,999,0.1,V,45,55,479,Status Value
543,FA51 Voltage4,FALSE,999,0.1,V,45,55,515,Status Value
544,FA51 Current1,FALSE,666,0.1,A,5,55,310,Status Value
545,FA51 Current2,FALSE,666,0.1,A,5,55,339,Status Value
546,FA51 Current3,FALSE,666,0.1,A,5,55,240,Status Value
547,FA51 Current4,FALSE,666,0.1,A,5,55,314,Status Value
548,FA51 Temperature,FALSE,700,0.1,deg.C,20,55,398,Status Value
549,FA51 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
550,FA52 Voltage1,FALSE,999,0.1,V,45,55,524,Status Value
551,FA52 Voltage2,FALSE,999,0.1,V,45,55,495,Status Value
552,FA52 Voltage3,FALSE,999,0.1,V,45,55,512,Status Value
553,FA52 Voltage4,FALSE,999,0.1,V,45,55,482,Status Value
554,FA52 Current1,FALSE,666,0.1,A,5,55,276,Status Value
555,FA52 Current2,FALSE,666,0.1,A,5,55,342,Status Value
556,FA52 Current3,FALSE,666,0.1,A,5,55,201,Status Value
557,FA52 Current4,FALSE,666,0.1,A,5,55,390,Status Value
558,FA52 Temperature,FALSE,700,0.1,deg.C,20,55,312,Status Value
559,FA52 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
560,FA53 Voltage1,FALSE,999,0.1,V,45,55,520,Status Value
561,FA53 Voltage2,FALSE,999,0.1,V,45,55,506,Status Value
562,FA53 Voltage3,FALSE,999,0.1,V,45,55,511,Status Value
563,FA53 Voltage4,FALSE,999,0.1,V,45,55,488,Status Value
564,FA53 Current1,FALSE,666,0.1,A,5,55,300,Status Value
565,FA53 Current2,FALSE,666,0.1,A,5,55,382,Status Value
566,FA53 Current3,FALSE,666,0.1,A,5,55,218,Status Value
567,FA53 Current4,FALSE,666,0.1,A,5,55,335,Status Value
568,FA53 Temperature,FALSE,700,0.1,deg.C,20,55,306,Status Value
569,FA53 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
570,FA54 Voltage1,FALSE,999,0.1,V,45,55,521,Status Value
571,FA54 Voltage2,FALSE,999,0.1,V,45,55,496,Status Value
572,FA54 Voltage3,FALSE,999,0.1,V,45,55,480,Status Value
573,FA54 Voltage4,FALSE,999,0.1,V,45,55,509,Status Value
574,FA54 Current1,FALSE,666,0.1,A,5,55,242,Status Value
575,FA54 Current2,FALSE,666,0.1,A,5,55,348,Status Value
576,FA54 Current3,FALSE,666,0.1,A,5,55,398,Status Value
577,FA54 Current4,FALSE,666,0.1,A,5,55,394,Status Value
578,FA54 Temperature,FALSE,700,0.1,deg.C,20,55,321,Status Value
579,FA54 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
580,FA55 Voltage1,FALSE,999,0.1,V,45,55,499,Status Value
581,FA55 Voltage2,FALSE,999,0.1,V,45,55,524,Status Value
582,FA55 Voltage3,FALSE,999,0.1,V,45,55,504,Status Value
583,FA55 Voltage4,FALSE,999,0.1,V,45,55,521,Status Value
584,FA55 Current1,FALSE,666,0.1,A,5,55,393,Status Value
585,FA55 Current2,FALSE,666,0.1,A,5,55,193,Status Value
586,FA55 Current3,FALSE,666,0.1,A,5,55,261,Status Value
587,FA55 Current4,FALSE,666,0.1,A,5,55,257,Status Value
588,FA55 Temperature,FALSE,700,0.1,deg.C,20,55,350,Status Value
589,FA55 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
590,FA56 Voltage1,FALSE,999,0.1,V,45,55,521,Status Value
591,FA56 Voltage2,FALSE,999,0.1,V,45,55,496,Status Value
592,FA56 Voltage3,FALSE,999,0.1,V,45,55,493,Status Value
593,FA56 Voltage4,FALSE,999,0.1,V,45,55,503,Status Value
594,FA56 Current1,FALSE,666,0.1,A,5,55,223,Status Value
595,FA56 Current2,FALSE,666,0.1,A,5,55,278,Status Value
596,FA56 Current3,FALSE,666,0.1,A,5,55,175,Status Value
597,FA56 Current4,FALSE,666,0.1,A,5,55,324,Status Value
598,FA56 Temperature,FALSE,700,0.1,deg.C,20,55,313,Status Value
599,FA56 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
600,FA57 Voltage1,FALSE,999,0.1,V,45,55,479,Status Value
601,FA57 Voltage2,FALSE,999,0.1,V,45,55,498,Status Value
602,FA57 Voltage3,FALSE,999,0.1,V,45,55,497,Status Value
603,FA57 Voltage4,FALSE,999,0.1,V,45,55,505,Status Value
604,FA57 Current1,FALSE,666,0.1,A,5,55,373,Status Value
605,FA57 Current2,FALSE,666,0.1,A,5,55,211,Status Value
606,FA57 Current3,FALSE,666,0.1,A,5,55,398,Status Value
607,FA57 Current4,FALSE,666,0.1,A,5,55,300,Status Value
608,FA57 Temperature,FALSE,700,0.1,deg.C,20,55,452,Status Value
609,FA57 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
610,FA58 Voltage1,FALSE,999,0.1,V,45,55,497,Status Value
611,FA58 Voltage2,FALSE,999,0.1,V,45,55,480,Status Value
612,FA58 Voltage3,FALSE,999,0.1,V,45,55,500,Status Value
613,FA58 Voltage4,FALSE,999,0.1,V,45,55,517,Status Value
614,FA58 Current1,FALSE,666,0.1,A,5,55,300,Status Value
615,FA58 Current2,FALSE,666,0.1,A,5,55,336,Status Value
616,FA58 Current3,FALSE,666,0.1,A,5,55,332,Status Value
617,FA58 Current4,FALSE,666,0.1,A,5,55,326,Status Value
618,FA58 Temperature,FALSE,700,0.1,deg.C,20,55,448,Status Value
619,FA58 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
620,FA59 Voltage1,FALSE,999,0.1,V,45,55,504,Status Value
621,FA59 Voltage2,FALSE,999,0.1,V,45,55,510,Status Value
622,FA59 Voltage3,FALSE,999,0.1,V,45,55,506,Status Value
623,FA59 Voltage4,FALSE,999,0.1,V,45,55,497,Status Value
624,FA59 Current1,FALSE,666,0.1,A,5,55,226,Status Value
625,FA59 Current2,FALSE,666,0.1,A,5,55,275,Status Value
626,FA59 Current3,FALSE,666,0.1,A,5,55,303,Status Value
627,FA59 Current4,FALSE,666,0.1,A,5,55,270,Status Value
628,FA59 Temperature,FALSE,700,0.1,deg.C,20,55,325,Status Value
629,FA59 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
630,FA60 Voltage1,FALSE,999,0.1,V,45,55,494,Status Value
631,FA60 Voltage2,FALSE,999,0.1,V,45,55,476,Status Value
632,FA60 Voltage3,FALSE,999,0.1,V,45,55,506,Status Value
633,FA60 Voltage4,FALSE,999,0.1,V,45,55,494,Status Value
634,FA60 Current1,FALSE,666,0.1,A,5,55,280,Status Value
635,FA60 Current2,FALSE,666,0.1,A,5,55,420,Status Value
636,FA60 Current3,FALSE,666,0.1,A,5,55,369,Status Value
637,FA60 Current4,FALSE,666,0.1,A,5,55,183,Status Value
638,FA60 Temperature,FALSE,700,0.1,deg.C,20,55,430,Status Value
639,FA60 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
640,FA61 Voltage1,FALSE,999,0.1,V,45,55,517,Status Value
641,FA61 Voltage2,FALSE,999,0.1,V,45,55,486,Status Value
642,FA61 Voltage3,FALSE,999,0.1,V,45,55,524,Status Value
643,FA61 Voltage4,FALSE,999,0.1,V,45,55,509,Status Value
644,FA61 Current1,FALSE,666,0.1,A,5,55,219,Status Value
645,FA61 Current2,FALSE,666,0.1,A,5,55,394,Status Value
646,FA61 Current3,FALSE,666,0.1,A,5,55,424,Status Value
647,FA61 Current4,FALSE,666,0.1,A,5,55,277,Status Value
648,FA61 Temperature,FALSE,700,0.1,deg.C,20,55,305,Status Value
649,FA61 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
650,FA62 Voltage1,FALSE,999,0.1,V,45,55,517,Status Value
651,FA62 Voltage2,FALSE,999,0.1,V,45,55,503,Status Value
652,FA62 Voltage3,FALSE,999,0.1,V,45,55,512,Status Value
653,FA62 Voltage4,FALSE,999,0.1,V,45,55,520,Status Value
654,FA62 Current1,FALSE,666,0.1,A,5,55,422,Status Value
655,FA62 Current2,FALSE,666,0.1,A,5,55,400,Status Value
656,FA62 Current3,FALSE,666,0.1,A,5,55,205,Status Value
657,FA62 Current4,FALSE,666,0.1,A,5,55,192,Status Value
658,FA62 Temperature,FALSE,700,0.1,deg.C,20,55,330,Status Value
659,FA62 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
660,FA63 Voltage1,FALSE,999,0.1,V,45,55,495,Status Value
661,FA63 Voltage2,FALSE,999,0.1,V,45,55,477,Status Value
662,FA63 Voltage3,FALSE,999,0.1,V,45,55,490,Status Value
663,FA63 Voltage4,FALSE,999,0.1,V,45,55,519,Status Value
664,FA63 Current1,FALSE,666,0.1,A,5,55,379,Status Value
665,FA63 Current2,FALSE,666,0.1,A,5,55,305,Status Value
666,FA63 Current3,FALSE,666,0.1,A,5,55,368,Status Value
667,FA63 Current4,FALSE,666,0.1,A,5,55,299,Status Value
668,FA63 Temperature,FALSE,700,0.1,deg.C,20,55,404,Status Value
669,FA63 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
670,FA64 Voltage1,FALSE,999,0.1,V,45,55,475,Status Value
671,FA64 Voltage2,FALSE,999,0.1,V,45,55,521,Status Value
672,FA64 Voltage3,FALSE,999,0.1,V,45,55,479,Status Value
673,FA64 Voltage4,FALSE,999,0.1,V,45,55,485,Status Value
674,FA64 Current1,FALSE,666,0.1,A,5,55,394,Status Value
675,FA64 Current2,FALSE,666,0.1,A,5,55,412,Status Value
676,FA64 Current3,FALSE,666,0.1,A,5,55,253,Status Value
677,FA64 Current4,FALSE,666,0.1,A,5,55,215,Status Value
678,FA64 Temperature,FALSE,700,0.1,deg.C,20,55,336,Status Value
679,FA64 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
680,FA65 Voltage1,FALSE,999,0.1,V,45,55,505,Status Value
681,FA65 Voltage2,FALSE,999,0.1,V,45,55,476,Status Value
682,FA65 Voltage3,FALSE,999,0.1,V,45,55,485,Status Value
683,FA65 Voltage4,FALSE,999,0.1,V,45,55,476,Status Value
684,FA65 Current1,FALSE,666,0.1,A,5,55,340,Status Value
685,FA65 Current2,FALSE,666,0.1,A,5,55,316,Status Value
686,FA65 Current3,FALSE,666,0.1,A,5,55,420,Status Value
687,FA65 Current4,FALSE,666,0.1,A,5,55,228,Status Value
688,FA65 Temperature,FALSE,700,0.1,deg.C,20,55,312,Status Value
689,FA65 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
690,FA66 Voltage1,FALSE,999,0.1,V,45,55,502,Status Value
691,FA66 Voltage2,FALSE,999,0.1,V,45,55,509,Status Value
692,FA66 Voltage3,FALSE,999,0.1,V,45,55,518,Status Value
693,FA66 Voltage4,FALSE,999,0.1,V,45,55,480,Status Value
694,FA66 Current1,FALSE,666,0.1,A,5,55,246,Status Value
695,FA66 Current2,FALSE,666,0.1,A,5,55,239,Status Value
696,FA66 Current3,FALSE,666,0.1,A,5,55,248,Status Value
697,FA66 Current4,FALSE,666,0.1,A,5,55,176,Status Value
698,FA66 Temperature,FALSE,700,0.1,deg.C,20,55,406,Status Value
699,FA66 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
700,FA67 Voltage1,FALSE,999,0.1,V,45,55,477,Status Value
701,FA67 Voltage2,FALSE,999,0.1,V,45,55,522,Status Value
702,FA67 Voltage3,FALSE,999,0.1,V,45,55,490,Status Value
703,FA67 Voltage4,FALSE,999,0.1,V,45,55,506,Status Value
704,FA67 Current1,FALSE,666,0.1,A,5,55,317,Status Value
705,FA67 Current2,FALSE,666,0.1,A,5,55,252,Status Value
706,FA67 Current3,FALSE,666,0.1,A,5,55,184,Status Value
707,FA67 Current4,FALSE,666,0.1,A,5,55,424,Status Value
708,FA67 Temperature,FALSE,700,0.1,deg.C,20,55,455,Status Value
709,FA67 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
710,FA68 Voltage1,FALSE,999,0.1,V,45,55,488,Status Value
711,FA68 Voltage2,FALSE,999,0.1,V,45,55,512,Status Value
712,FA68 Voltage3,FALSE,999,0.1,V,45,55,504,Status Value
713,FA68 Voltage4,FALSE,999,0.1,V,45,55,517,Status Value
714,FA68 Current1,FALSE,666,0.1,A,5,55,259,Status Value
715,FA68 Current2,FALSE,666,0.1,A,5,55,228,Status Value
716,FA68 Current3,FALSE,666,0.1,A,5,55,361,Status Value
717,FA68 Current4,FALSE,666,0.1,A,5,55,283,Status Value
718,FA68 Temperature,FALSE,700,0.1,deg.C,20,55,331,Status Value
719,FA68 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
720,FA69 Voltage1,FALSE,999,0.1,V,45,55,482,Status Value
721,FA69 Voltage2,FALSE,999,0.1,V,45,55,497,Status Value
722,FA69 Voltage3,FALSE,999,0.1,V,45,55,510,Status Value
723,FA69 Voltage4,FALSE,999,0.1,V,45,55,521,Status Value
724,FA69 Current1,FALSE,666,0.1,A,5,55,192,Status Value
725,FA69 Current2,FALSE,666,0.1,A,5,55,298,Status Value
726,FA69 Current3,FALSE,666,0.1,A,5,55,384,Status Value
727,FA69 Current4,FALSE,666,0.1,A,5,55,366,Status Value
728,FA69 Temperature,FALSE,700,0.1,deg.C,20,55,423,Status Value
729,FA69 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
730,FA70 Voltage1,FALSE,999,0.1,V,45,55,497,Status Value
731,FA70 Voltage2,FALSE,999,0.1,V,45,55,512,Status Value
732,FA70 Voltage3,FALSE,999,0.1,V,45,55,521,Status Value
733,FA70 Voltage4,FALSE,999,0.1,V,45,55,522,Status Value
734,FA70 Current1,FALSE,666,0.1,A,5,55,217,Status Value
735,FA70 Current2,FALSE,666,0.1,A,5,55,412,Status Value
736,FA70 Current3,FALSE,666,0.1,A,5,55,255,Status Value
737,FA70 Current4,FALSE,666,0.1,A,5,55,236,Status Value
738,FA70 Temperature,FALSE,700,0.1,deg.C,20,55,403,Status Value
739,FA70 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
740,FA71 Voltage1,FALSE,999,0.1,V,45,55,478,Status Value
741,FA71 Voltage2,FALSE,999,0.1,V,45,55,478,Status Value
742,FA71 Voltage3,FALSE,999,0.1,V,45,55,498,Status Value
743,FA71 Voltage4,FALSE,999,0.1,V,45,55,508,Status Value
744,FA71 Current1,FALSE,666,0.1,A,5,55,187,Status Value
745,FA71 Current2,FALSE,666,0.1,A,5,55,192,Status Value
746,FA71 Current3,FALSE,666,0.1,A,5,55,320,Status Value
747,FA71 Current4,FALSE,666,0.1,A,5,55,338,Status Value
748,FA71 Temperature,FALSE,700,0.1,deg.C,20,55,307,Status Value
749,FA71 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
750,FA72 Voltage1,FALSE,999,0.1,V,45,55,521,Status Value
751,FA72 Voltage2,FALSE,999,0.1,V,45,55,516,Status Value
752,FA72 Voltage3,FALSE,999,0.1,V,45,55,490,Status Value
753,FA72 Voltage4,FALSE,999,0.1,V,45,55,504,Status Value
754,FA72 Current1,FALSE,666,0.1,A,5,55,214,Status Value
755,FA72 Current2,FALSE,666,0.1,A,5,55,404,Status Value
756,FA72 Current3,FALSE,666,0.1,A,5,55,189,Status Value
757,FA72 Current4,FALSE,666,0.1,A,5,55,312,Status Value
758,FA72 Temperature,FALSE,700,0.1,deg.C,20,55,322,Status Value
759,FA72 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
760,FA73 Voltage1,FALSE,999,0.1,V,45,55,511,Status Value
761,FA73 Voltage2,FALSE,999,0.1,V,45,55,476,Status Value
762,FA73 Voltage3,FALSE,999,0.1,V,45,55,477,Status Value
763,FA73 Voltage4,FALSE,999,0.1,V,45,55,499,Status Value
764,FA73 Current1,FALSE,666,0.1,A,5,55,236,Status Value
765,FA73 Current2,FALSE,666,0.1,A,5,55,195,Status Value
766,FA73 Current3,FALSE,666,0.1,A,5,55,377,Status Value
767,FA73 Current4,FALSE,666,0.1,A,5,55,247,Status Value
768,FA73 Temperature,FALSE,700,0.1,deg.C,20,55,311,Status Value
769,FA73 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
770,FA74 Voltage1,FALSE,999,0.1,V,45,55,516,Status Value
771,FA74 Voltage2,FALSE,999,0.1,V,45,55,524,Status Value
772,FA74 Voltage3,FALSE,999,0.1,V,45,55,475,Status Value
773,FA74 Voltage4,FALSE,999,0.1,V,45,55,476,Status Value
774,FA74 Current1,FALSE,666,0.1,A,5,55,422,Status Value
775,FA74 Current2,FALSE,666,0.1,A,5,55,347,Status Value
776,FA74 Current3,FALSE,666,0.1,A,5,55,270,Status Value
777,FA74 Current4,FALSE,666,0.1,A,5,55,238,Status Value
